Year,Format,Country,From,Score_type,Score
2018,grand-final,Austria,Germany,Televoters,5
2018,grand-final,Austria,Iceland,Televoters,5
2018,grand-final,Austria,Switzerland,Televoters,4
2018,grand-final,Austria,Bulgaria,Televoters,4
2018,grand-final,Austria,Lithuania,Televoters,3
2018,grand-final,Austria,Belgium,Televoters,3
2018,grand-final,Austria,Netherlands,Televoters,3
2018,grand-final,Austria,Finland,Televoters,3
2018,grand-final,Austria,Hungary,Televoters,3
2018,grand-final,Austria,Albania,Televoters,2
2018,grand-final,Austria,Sweden,Televoters,2
2018,grand-final,Austria,Slovenia,Televoters,2
2018,grand-final,Austria,Georgia,Televoters,1
2018,grand-final,Austria,Israel,Televoters,1
2018,grand-final,Estonia,Finland,Televoters,12
2018,grand-final,Estonia,Lithuania,Televoters,12
2018,grand-final,Estonia,Latvia,Televoters,10
2018,grand-final,Estonia,Israel,Televoters,8
2018,grand-final,Estonia,Portugal,Televoters,7
2018,grand-final,Estonia,France,Televoters,7
2018,grand-final,Estonia,Georgia,Televoters,6
2018,grand-final,Estonia,Italy,Televoters,6
2018,grand-final,Estonia,Czech Republic,Televoters,5
2018,grand-final,Estonia,Ireland,Televoters,4
2018,grand-final,Estonia,Albania,Televoters,4
2018,grand-final,Estonia,Cyprus,Televoters,4
2018,grand-final,Estonia,Greece,Televoters,4
2018,grand-final,Estonia,Russia,Televoters,3
2018,grand-final,Estonia,Ukraine,Televoters,3
2018,grand-final,Estonia,Spain,Televoters,2
2018,grand-final,Estonia,Bulgaria,Televoters,2
2018,grand-final,Estonia,Armenia,Televoters,2
2018,grand-final,Estonia,Moldova,Televoters,1
2018,grand-final,Norway,Belarus,Televoters,10
2018,grand-final,Norway,Sweden,Televoters,8
2018,grand-final,Norway,Denmark,Televoters,8
2018,grand-final,Norway,Armenia,Televoters,7
2018,grand-final,Norway,Azerbaijan,Televoters,7
2018,grand-final,Norway,Slovenia,Televoters,5
2018,grand-final,Norway,Hungary,Televoters,5
2018,grand-final,Norway,Russia,Televoters,5
2018,grand-final,Norway,Cyprus,Televoters,5
2018,grand-final,Norway,Moldova,Televoters,5
2018,grand-final,Norway,Iceland,Televoters,4
2018,grand-final,Norway,Serbia,Televoters,3
2018,grand-final,Norway,Greece,Televoters,3
2018,grand-final,Norway,Spain,Televoters,3
2018,grand-final,Norway,Estonia,Televoters,2
2018,grand-final,Norway,Latvia,Televoters,2
2018,grand-final,Norway,Australia,Televoters,1
2018,grand-final,Norway,Netherlands,Televoters,1
2018,grand-final,Portugal,Switzerland,Televoters,10
2018,grand-final,Portugal,France,Televoters,8
2018,grand-final,United Kingdom,Ireland,Televoters,10
2018,grand-final,United Kingdom,Australia,Televoters,6
2018,grand-final,United Kingdom,Denmark,Televoters,3
2018,grand-final,United Kingdom,Albania,Televoters,3
2018,grand-final,United Kingdom,Germany,Televoters,1
2018,grand-final,United Kingdom,Malta,Televoters,1
2018,grand-final,United Kingdom,San Marino,Televoters,1
2018,grand-final,Serbia,Switzerland,Televoters,12
2018,grand-final,Serbia,Slovenia,Televoters,12
2018,grand-final,Serbia,Croatia,Televoters,12
2018,grand-final,Serbia,Montenegro,Televoters,12
2018,grand-final,Serbia,North Macedonia,Televoters,10
2018,grand-final,Serbia,Austria,Televoters,8
2018,grand-final,Serbia,Bulgaria,Televoters,7
2018,grand-final,Serbia,Italy,Televoters,1
2018,grand-final,Serbia,France,Televoters,1
2018,grand-final,Germany,Denmark,Televoters,12
2018,grand-final,Germany,Netherlands,Televoters,12
2018,grand-final,Germany,Iceland,Televoters,8
2018,grand-final,Germany,Albania,Televoters,8
2018,grand-final,Germany,Portugal,Televoters,8
2018,grand-final,Germany,Ireland,Televoters,8
2018,grand-final,Germany,Spain,Televoters,6
2018,grand-final,Germany,Norway,Televoters,6
2018,grand-final,Germany,Austria,Televoters,6
2018,grand-final,Germany,Switzerland,Televoters,6
2018,grand-final,Germany,Sweden,Televoters,5
2018,grand-final,Germany,Moldova,Televoters,4
2018,grand-final,Germany,Slovenia,Televoters,4
2018,grand-final,Germany,San Marino,Televoters,4
2018,grand-final,Germany,Malta,Televoters,4
2018,grand-final,Germany,Romania,Televoters,4
2018,grand-final,Germany,Azerbaijan,Televoters,3
2018,grand-final,Germany,United Kingdom,Televoters,3
2018,grand-final,Germany,Czech Republic,Televoters,3
2018,grand-final,Germany,Croatia,Televoters,3
2018,grand-final,Germany,Cyprus,Televoters,3
2018,grand-final,Germany,Italy,Televoters,3
2018,grand-final,Germany,Israel,Televoters,3
2018,grand-final,Germany,Greece,Televoters,2
2018,grand-final,Germany,Australia,Televoters,2
2018,grand-final,Germany,Belgium,Televoters,2
2018,grand-final,Germany,Lithuania,Televoters,2
2018,grand-final,Germany,Hungary,Televoters,1
2018,grand-final,Germany,Poland,Televoters,1
2018,grand-final,Albania,North Macedonia,Televoters,12
2018,grand-final,Albania,Italy,Televoters,12
2018,grand-final,Albania,Montenegro,Televoters,10
2018,grand-final,Albania,Greece,Televoters,10
2018,grand-final,Albania,Switzerland,Televoters,7
2018,grand-final,Albania,Croatia,Televoters,4
2018,grand-final,Albania,Austria,Televoters,2
2018,grand-final,Albania,Slovenia,Televoters,1
2018,grand-final,France,Belgium,Televoters,8
2018,grand-final,France,Ukraine,Televoters,7
2018,grand-final,France,Iceland,Televoters,6
2018,grand-final,France,Israel,Televoters,6
2018,grand-final,France,Albania,Televoters,5
2018,grand-final,France,Armenia,Televoters,5
2018,grand-final,France,Lithuania,Televoters,5
2018,grand-final,France,Spain,Televoters,4
2018,grand-final,France,Georgia,Televoters,4
2018,grand-final,France,Finland,Televoters,4
2018,grand-final,France,Poland,Televoters,3
2018,grand-final,France,Cyprus,Televoters,1
2018,grand-final,France,Norway,Televoters,1
2018,grand-final,Czech Republic,Austria,Televoters,12
2018,grand-final,Czech Republic,Israel,Televoters,12
2018,grand-final,Czech Republic,Spain,Televoters,10
2018,grand-final,Czech Republic,Ukraine,Televoters,10
2018,grand-final,Czech Republic,Iceland,Televoters,10
2018,grand-final,Czech Republic,San Marino,Televoters,10
2018,grand-final,Czech Republic,Slovenia,Televoters,8
2018,grand-final,Czech Republic,Germany,Televoters,8
2018,grand-final,Czech Republic,Cyprus,Televoters,8
2018,grand-final,Czech Republic,Hungary,Televoters,8
2018,grand-final,Czech Republic,Armenia,Televoters,8
2018,grand-final,Czech Republic,Lithuania,Televoters,8
2018,grand-final,Czech Republic,Ireland,Televoters,7
2018,grand-final,Czech Republic,Greece,Televoters,7
2018,grand-final,Czech Republic,Denmark,Televoters,6
2018,grand-final,Czech Republic,Azerbaijan,Televoters,6
2018,grand-final,Czech Republic,Moldova,Televoters,6
2018,grand-final,Czech Republic,Netherlands,Televoters,6
2018,grand-final,Czech Republic,United Kingdom,Televoters,5
2018,grand-final,Czech Republic,Finland,Televoters,5
2018,grand-final,Czech Republic,Croatia,Televoters,5
2018,grand-final,Czech Republic,Estonia,Televoters,5
2018,grand-final,Czech Republic,Belarus,Televoters,5
2018,grand-final,Czech Republic,North Macedonia,Televoters,5
2018,grand-final,Czech Republic,Serbia,Televoters,5
2018,grand-final,Czech Republic,Poland,Televoters,4
2018,grand-final,Czech Republic,Norway,Televoters,4
2018,grand-final,Czech Republic,Latvia,Televoters,4
2018,grand-final,Czech Republic,Australia,Televoters,3
2018,grand-final,Czech Republic,Romania,Televoters,3
2018,grand-final,Czech Republic,Bulgaria,Televoters,3
2018,grand-final,Czech Republic,Sweden,Televoters,3
2018,grand-final,Czech Republic,Malta,Televoters,3
2018,grand-final,Czech Republic,Russia,Televoters,2
2018,grand-final,Czech Republic,Belgium,Televoters,1
2018,grand-final,Denmark,Hungary,Televoters,12
2018,grand-final,Denmark,Sweden,Televoters,12
2018,grand-final,Denmark,Iceland,Televoters,12
2018,grand-final,Denmark,Lithuania,Televoters,10
2018,grand-final,Denmark,Australia,Televoters,10
2018,grand-final,Denmark,Norway,Televoters,10
2018,grand-final,Denmark,Finland,Televoters,10
2018,grand-final,Denmark,Estonia,Televoters,8
2018,grand-final,Denmark,Netherlands,Televoters,8
2018,grand-final,Denmark,Ukraine,Televoters,8
2018,grand-final,Denmark,Slovenia,Televoters,7
2018,grand-final,Denmark,Belarus,Televoters,7
2018,grand-final,Denmark,Czech Republic,Televoters,7
2018,grand-final,Denmark,Russia,Televoters,7
2018,grand-final,Denmark,San Marino,Televoters,6
2018,grand-final,Denmark,Poland,Televoters,6
2018,grand-final,Denmark,Austria,Televoters,5
2018,grand-final,Denmark,Belgium,Televoters,5
2018,grand-final,Denmark,Latvia,Televoters,5
2018,grand-final,Denmark,Serbia,Televoters,4
2018,grand-final,Denmark,Italy,Televoters,4
2018,grand-final,Denmark,Israel,Televoters,4
2018,grand-final,Denmark,Germany,Televoters,3
2018,grand-final,Denmark,Croatia,Televoters,2
2018,grand-final,Denmark,Georgia,Televoters,2
2018,grand-final,Denmark,Switzerland,Televoters,2
2018,grand-final,Denmark,Malta,Televoters,2
2018,grand-final,Denmark,France,Televoters,2
2018,grand-final,Denmark,Portugal,Televoters,2
2018,grand-final,Denmark,Romania,Televoters,2
2018,grand-final,Denmark,Ireland,Televoters,2
2018,grand-final,Denmark,United Kingdom,Televoters,2
2018,grand-final,Australia,Malta,Televoters,6
2018,grand-final,Australia,Denmark,Televoters,2
2018,grand-final,Australia,United Kingdom,Televoters,1
2018,grand-final,Finland,Estonia,Televoters,10
2018,grand-final,Finland,Sweden,Televoters,6
2018,grand-final,Finland,Australia,Televoters,4
2018,grand-final,Finland,Iceland,Televoters,3
2018,grand-final,Bulgaria,Cyprus,Televoters,12
2018,grand-final,Bulgaria,North Macedonia,Televoters,7
2018,grand-final,Bulgaria,Malta,Televoters,7
2018,grand-final,Bulgaria,United Kingdom,Televoters,6
2018,grand-final,Bulgaria,Albania,Televoters,6
2018,grand-final,Bulgaria,Spain,Televoters,5
2018,grand-final,Bulgaria,Greece,Televoters,5
2018,grand-final,Bulgaria,Romania,Televoters,5
2018,grand-final,Bulgaria,Montenegro,Televoters,4
2018,grand-final,Bulgaria,Moldova,Televoters,3
2018,grand-final,Bulgaria,Serbia,Televoters,2
2018,grand-final,Bulgaria,Belarus,Televoters,1
2018,grand-final,Bulgaria,Czech Republic,Televoters,1
2018,grand-final,Bulgaria,Croatia,Televoters,1
2018,grand-final,Bulgaria,Azerbaijan,Televoters,1
2018,grand-final,Moldova,Romania,Televoters,12
2018,grand-final,Moldova,Russia,Televoters,12
2018,grand-final,Moldova,Italy,Televoters,10
2018,grand-final,Moldova,Israel,Televoters,10
2018,grand-final,Moldova,Bulgaria,Televoters,8
2018,grand-final,Moldova,Latvia,Televoters,7
2018,grand-final,Moldova,France,Televoters,6
2018,grand-final,Moldova,Ukraine,Televoters,6
2018,grand-final,Moldova,Belarus,Televoters,6
2018,grand-final,Moldova,Portugal,Televoters,6
2018,grand-final,Moldova,Czech Republic,Televoters,6
2018,grand-final,Moldova,Australia,Televoters,5
2018,grand-final,Moldova,Azerbaijan,Televoters,4
2018,grand-final,Moldova,United Kingdom,Televoters,4
2018,grand-final,Moldova,Georgia,Televoters,3
2018,grand-final,Moldova,San Marino,Televoters,2
2018,grand-final,Moldova,Hungary,Televoters,2
2018,grand-final,Moldova,Ireland,Televoters,1
2018,grand-final,Moldova,Greece,Televoters,1
2018,grand-final,Moldova,Estonia,Televoters,1
2018,grand-final,Moldova,Armenia,Televoters,1
2018,grand-final,Moldova,North Macedonia,Televoters,1
2018,grand-final,Moldova,Serbia,Televoters,1
2018,grand-final,Sweden,Denmark,Televoters,7
2018,grand-final,Sweden,Lithuania,Televoters,4
2018,grand-final,Sweden,Norway,Televoters,3
2018,grand-final,Sweden,Iceland,Televoters,2
2018,grand-final,Sweden,Azerbaijan,Televoters,2
2018,grand-final,Sweden,Montenegro,Televoters,2
2018,grand-final,Sweden,Russia,Televoters,1
2018,grand-final,Hungary,Serbia,Televoters,12
2018,grand-final,Hungary,Romania,Televoters,10
2018,grand-final,Hungary,Finland,Televoters,8
2018,grand-final,Hungary,Poland,Televoters,7
2018,grand-final,Hungary,Bulgaria,Televoters,5
2018,grand-final,Hungary,Slovenia,Televoters,3
2018,grand-final,Hungary,Estonia,Televoters,3
2018,grand-final,Hungary,Austria,Televoters,3
2018,grand-final,Hungary,Montenegro,Televoters,3
2018,grand-final,Hungary,Belarus,Televoters,2
2018,grand-final,Hungary,Italy,Televoters,2
2018,grand-final,Hungary,Germany,Televoters,2
2018,grand-final,Hungary,Moldova,Televoters,2
2018,grand-final,Hungary,Netherlands,Televoters,2
2018,grand-final,Hungary,Ukraine,Televoters,1
2018,grand-final,Israel,Azerbaijan,Televoters,12
2018,grand-final,Israel,San Marino,Televoters,12
2018,grand-final,Israel,Ukraine,Televoters,12
2018,grand-final,Israel,Australia,Televoters,12
2018,grand-final,Israel,Moldova,Televoters,12
2018,grand-final,Israel,France,Televoters,12
2018,grand-final,Israel,Georgia,Televoters,12
2018,grand-final,Israel,Spain,Televoters,12
2018,grand-final,Israel,Germany,Televoters,10
2018,grand-final,Israel,Hungary,Televoters,10
2018,grand-final,Israel,Bulgaria,Televoters,10
2018,grand-final,Israel,Belgium,Televoters,10
2018,grand-final,Israel,Cyprus,Televoters,10
2018,grand-final,Israel,Czech Republic,Televoters,10
2018,grand-final,Israel,Netherlands,Televoters,10
2018,grand-final,Israel,Armenia,Televoters,10
2018,grand-final,Israel,Sweden,Televoters,10
2018,grand-final,Israel,Poland,Televoters,10
2018,grand-final,Israel,Russia,Televoters,10
2018,grand-final,Israel,Belarus,Televoters,8
2018,grand-final,Israel,Latvia,Televoters,8
2018,grand-final,Israel,Malta,Televoters,8
2018,grand-final,Israel,Romania,Televoters,8
2018,grand-final,Israel,Norway,Televoters,7
2018,grand-final,Israel,United Kingdom,Televoters,7
2018,grand-final,Israel,Finland,Televoters,7
2018,grand-final,Israel,Austria,Televoters,7
2018,grand-final,Israel,Italy,Televoters,7
2018,grand-final,Israel,Iceland,Televoters,7
2018,grand-final,Israel,Serbia,Televoters,7
2018,grand-final,Israel,Croatia,Televoters,6
2018,grand-final,Israel,Ireland,Televoters,6
2018,grand-final,Israel,Greece,Televoters,6
2018,grand-final,Israel,Switzerland,Televoters,5
2018,grand-final,Israel,North Macedonia,Televoters,3
2018,grand-final,Israel,Albania,Televoters,1
2018,grand-final,Israel,Lithuania,Televoters,1
2018,grand-final,Israel,Portugal,Televoters,1
2018,grand-final,Israel,Montenegro,Televoters,1
2018,grand-final,Netherlands,Belgium,Televoters,12
2018,grand-final,Netherlands,Denmark,Televoters,5
2018,grand-final,Netherlands,Norway,Televoters,5
2018,grand-final,Netherlands,Hungary,Televoters,4
2018,grand-final,Netherlands,Ireland,Televoters,3
2018,grand-final,Netherlands,Finland,Televoters,2
2018,grand-final,Netherlands,Sweden,Televoters,1
2018,grand-final,Ireland,United Kingdom,Televoters,10
2018,grand-final,Ireland,Australia,Televoters,8
2018,grand-final,Ireland,Albania,Televoters,7
2018,grand-final,Ireland,Germany,Televoters,7
2018,grand-final,Ireland,Czech Republic,Televoters,4
2018,grand-final,Ireland,Denmark,Televoters,4
2018,grand-final,Ireland,Austria,Televoters,4
2018,grand-final,Ireland,Belgium,Televoters,4
2018,grand-final,Ireland,Netherlands,Televoters,4
2018,grand-final,Ireland,San Marino,Televoters,3
2018,grand-final,Ireland,Portugal,Televoters,3
2018,grand-final,Ireland,Poland,Televoters,2
2018,grand-final,Ireland,Spain,Televoters,1
2018,grand-final,Ireland,Romania,Televoters,1
2018,grand-final,Cyprus,Greece,Televoters,12
2018,grand-final,Cyprus,Armenia,Televoters,12
2018,grand-final,Cyprus,Bulgaria,Televoters,12
2018,grand-final,Cyprus,Malta,Televoters,10
2018,grand-final,Cyprus,Georgia,Televoters,10
2018,grand-final,Cyprus,Serbia,Televoters,10
2018,grand-final,Cyprus,Azerbaijan,Televoters,10
2018,grand-final,Cyprus,Albania,Televoters,10
2018,grand-final,Cyprus,Czech Republic,Televoters,8
2018,grand-final,Cyprus,Spain,Televoters,8
2018,grand-final,Cyprus,Poland,Televoters,8
2018,grand-final,Cyprus,United Kingdom,Televoters,8
2018,grand-final,Cyprus,Croatia,Televoters,8
2018,grand-final,Cyprus,North Macedonia,Televoters,8
2018,grand-final,Cyprus,Moldova,Televoters,7
2018,grand-final,Cyprus,Romania,Televoters,7
2018,grand-final,Cyprus,San Marino,Televoters,7
2018,grand-final,Cyprus,Australia,Televoters,7
2018,grand-final,Cyprus,Belgium,Televoters,7
2018,grand-final,Cyprus,Hungary,Televoters,7
2018,grand-final,Cyprus,Lithuania,Televoters,6
2018,grand-final,Cyprus,Germany,Televoters,6
2018,grand-final,Cyprus,Slovenia,Televoters,6
2018,grand-final,Cyprus,Ireland,Televoters,5
2018,grand-final,Cyprus,Portugal,Televoters,5
2018,grand-final,Cyprus,Montenegro,Televoters,5
2018,grand-final,Cyprus,Italy,Televoters,5
2018,grand-final,Cyprus,Netherlands,Televoters,5
2018,grand-final,Cyprus,Russia,Televoters,4
2018,grand-final,Cyprus,Ukraine,Televoters,4
2018,grand-final,Cyprus,Estonia,Televoters,4
2018,grand-final,Cyprus,Sweden,Televoters,4
2018,grand-final,Cyprus,Switzerland,Televoters,3
2018,grand-final,Cyprus,Belarus,Televoters,3
2018,grand-final,Cyprus,France,Televoters,3
2018,grand-final,Cyprus,Israel,Televoters,2
2018,grand-final,Cyprus,Norway,Televoters,2
2018,grand-final,Cyprus,Latvia,Televoters,1
2018,grand-final,Cyprus,Iceland,Televoters,1
2018,grand-final,Cyprus,Denmark,Televoters,1
2018,grand-final,Cyprus,Finland,Televoters,1
2018,grand-final,Cyprus,Austria,Televoters,1
2018,grand-final,Italy,Malta,Televoters,12
2018,grand-final,Italy,Germany,Televoters,12
2018,grand-final,Italy,Albania,Televoters,12
2018,grand-final,Italy,Portugal,Televoters,10
2018,grand-final,Italy,France,Televoters,10
2018,grand-final,Italy,Slovenia,Televoters,10
2018,grand-final,Italy,Croatia,Televoters,10
2018,grand-final,Italy,Austria,Televoters,10
2018,grand-final,Italy,Moldova,Televoters,8
2018,grand-final,Italy,Greece,Televoters,8
2018,grand-final,Italy,Montenegro,Televoters,8
2018,grand-final,Italy,San Marino,Televoters,8
2018,grand-final,Italy,Switzerland,Televoters,8
2018,grand-final,Italy,Cyprus,Televoters,7
2018,grand-final,Italy,Netherlands,Televoters,7
2018,grand-final,Italy,Lithuania,Televoters,7
2018,grand-final,Italy,Spain,Televoters,7
2018,grand-final,Italy,Estonia,Televoters,7
2018,grand-final,Italy,North Macedonia,Televoters,6
2018,grand-final,Italy,Belgium,Televoters,6
2018,grand-final,Italy,Hungary,Televoters,6
2018,grand-final,Italy,Bulgaria,Televoters,6
2018,grand-final,Italy,Latvia,Televoters,6
2018,grand-final,Italy,Romania,Televoters,6
2018,grand-final,Italy,Serbia,Televoters,6
2018,grand-final,Italy,Finland,Televoters,6
2018,grand-final,Italy,Russia,Televoters,6
2018,grand-final,Italy,Israel,Televoters,5
2018,grand-final,Italy,Poland,Televoters,5
2018,grand-final,Italy,Georgia,Televoters,5
2018,grand-final,Italy,Azerbaijan,Televoters,5
2018,grand-final,Italy,Ukraine,Televoters,5
2018,grand-final,Italy,Belarus,Televoters,4
2018,grand-final,Italy,Armenia,Televoters,3
2018,grand-final,Italy,Czech Republic,Televoters,2
2019,first-semi-final,Cyprus,Greece,Televoters,12
2019,first-semi-final,Cyprus,San Marino,Televoters,10
2019,first-semi-final,Cyprus,Georgia,Televoters,10
2019,first-semi-final,Cyprus,Israel,Televoters,8
2019,first-semi-final,Cyprus,Montenegro,Televoters,4
2019,first-semi-final,Cyprus,Australia,Televoters,3
2019,first-semi-final,Cyprus,Hungary,Televoters,3
2019,first-semi-final,Cyprus,Portugal,Televoters,1
2019,first-semi-final,Cyprus,Spain,Televoters,1
2019,first-semi-final,Cyprus,Czech Republic,Televoters,1
2019,first-semi-final,Cyprus,Belgium,Televoters,1
2019,first-semi-final,Montenegro,Serbia,Televoters,8
2019,first-semi-final,Montenegro,Slovenia,Televoters,7
2019,first-semi-final,Finland,Estonia,Televoters,12
2019,first-semi-final,Finland,Iceland,Televoters,2
2019,first-semi-final,Poland,Iceland,Televoters,8
2019,first-semi-final,Poland,France,Televoters,8
2019,first-semi-final,Poland,Czech Republic,Televoters,7
2019,first-semi-final,Poland,Hungary,Televoters,6
2019,first-semi-final,Poland,Finland,Televoters,6
2019,first-semi-final,Poland,Belarus,Televoters,5
2019,first-semi-final,Poland,Belgium,Televoters,5
2019,first-semi-final,Poland,Australia,Televoters,5
2019,first-semi-final,Poland,San Marino,Televoters,5
2019,first-semi-final,Poland,Estonia,Televoters,2
2019,first-semi-final,Poland,Israel,Televoters,2
2019,first-semi-final,Poland,Slovenia,Televoters,1
2019,first-semi-final,Slovenia,Serbia,Televoters,10
2019,first-semi-final,Slovenia,Montenegro,Televoters,8
2019,first-semi-final,Slovenia,Poland,Televoters,8
2019,first-semi-final,Slovenia,Belarus,Televoters,8
2019,first-semi-final,Slovenia,Estonia,Televoters,7
2019,first-semi-final,Slovenia,Portugal,Televoters,7
2019,first-semi-final,Slovenia,Finland,Televoters,7
2019,first-semi-final,Slovenia,Hungary,Televoters,7
2019,first-semi-final,Slovenia,Georgia,Televoters,5
2019,first-semi-final,Slovenia,Iceland,Televoters,5
2019,first-semi-final,Slovenia,Greece,Televoters,5
2019,first-semi-final,Slovenia,Czech Republic,Televoters,5
2019,first-semi-final,Slovenia,Spain,Televoters,3
2019,first-semi-final,Slovenia,San Marino,Televoters,3
2019,first-semi-final,Slovenia,Belgium,Televoters,3
2019,first-semi-final,Slovenia,France,Televoters,2
2019,first-semi-final,Czech Republic,Iceland,Televoters,12
2019,first-semi-final,Czech Republic,Australia,Televoters,10
2019,first-semi-final,Czech Republic,Estonia,Televoters,8
2019,first-semi-final,Czech Republic,Belgium,Televoters,6
2019,first-semi-final,Czech Republic,Israel,Televoters,6
2019,first-semi-final,Czech Republic,Poland,Televoters,5
2019,first-semi-final,Czech Republic,Slovenia,Televoters,5
2019,first-semi-final,Czech Republic,Spain,Televoters,5
2019,first-semi-final,Czech Republic,Finland,Televoters,5
2019,first-semi-final,Czech Republic,Portugal,Televoters,4
2019,first-semi-final,Czech Republic,San Marino,Televoters,4
2019,first-semi-final,Czech Republic,Hungary,Televoters,4
2019,first-semi-final,Czech Republic,Belarus,Televoters,3
2019,first-semi-final,Czech Republic,Montenegro,Televoters,3
2019,first-semi-final,Czech Republic,Cyprus,Televoters,2
2019,first-semi-final,Czech Republic,Greece,Televoters,1
2019,first-semi-final,Czech Republic,Serbia,Televoters,1
2019,first-semi-final,Czech Republic,Georgia,Televoters,1
2019,first-semi-final,Hungary,Serbia,Televoters,12
2019,first-semi-final,Hungary,Slovenia,Televoters,6
2019,first-semi-final,Hungary,Iceland,Televoters,3
2019,first-semi-final,Hungary,Estonia,Televoters,3
2019,first-semi-final,Hungary,Poland,Televoters,3
2019,first-semi-final,Hungary,Finland,Televoters,2
2019,first-semi-final,Hungary,Czech Republic,Televoters,2
2019,first-semi-final,Hungary,Australia,Televoters,1
2019,first-semi-final,Belarus,Georgia,Televoters,7
2019,first-semi-final,Belarus,Iceland,Televoters,6
2019,first-semi-final,Belarus,Cyprus,Televoters,6
2019,first-semi-final,Belarus,Montenegro,Televoters,5
2019,first-semi-final,Belarus,Serbia,Televoters,4
2019,first-semi-final,Belarus,Israel,Televoters,4
2019,first-semi-final,Belarus,Czech Republic,Televoters,3
2019,first-semi-final,Belarus,Australia,Televoters,2
2019,first-semi-final,Belarus,Greece,Televoters,2
2019,first-semi-final,Belarus,Poland,Televoters,2
2019,first-semi-final,Belarus,Slovenia,Televoters,2
2019,first-semi-final,Belarus,Estonia,Televoters,1
2019,first-semi-final,Serbia,Montenegro,Televoters,12
2019,first-semi-final,Serbia,Slovenia,Televoters,12
2019,first-semi-final,Serbia,France,Televoters,6
2019,first-semi-final,Serbia,Greece,Televoters,6
2019,first-semi-final,Serbia,Cyprus,Televoters,5
2019,first-semi-final,Serbia,Poland,Televoters,4
2019,first-semi-final,Serbia,Czech Republic,Televoters,4
2019,first-semi-final,Serbia,Belarus,Televoters,4
2019,first-semi-final,Serbia,Georgia,Televoters,3
2019,first-semi-final,Serbia,Portugal,Televoters,3
2019,first-semi-final,Serbia,San Marino,Televoters,2
2019,first-semi-final,Serbia,Hungary,Televoters,2
2019,first-semi-final,Serbia,Israel,Televoters,1
2019,first-semi-final,Serbia,Finland,Televoters,1
2019,first-semi-final,Belgium,France,Televoters,5
2019,first-semi-final,Belgium,Spain,Televoters,4
2019,first-semi-final,Belgium,Estonia,Televoters,4
2019,first-semi-final,Belgium,Cyprus,Televoters,3
2019,first-semi-final,Belgium,Portugal,Televoters,2
2019,first-semi-final,Belgium,Poland,Televoters,1
2019,first-semi-final,Belgium,Iceland,Televoters,1
2019,first-semi-final,Georgia,Cyprus,Televoters,10
2019,first-semi-final,Georgia,Greece,Televoters,10
2019,first-semi-final,Georgia,Israel,Televoters,7
2019,first-semi-final,Georgia,France,Televoters,4
2019,first-semi-final,Georgia,Belarus,Televoters,1
2019,first-semi-final,Georgia,San Marino,Televoters,1
2019,first-semi-final,Australia,Israel,Televoters,12
2019,first-semi-final,Australia,Iceland,Televoters,10
2019,first-semi-final,Australia,Portugal,Televoters,10
2019,first-semi-final,Australia,Poland,Televoters,10
2019,first-semi-final,Australia,Czech Republic,Televoters,10
2019,first-semi-final,Australia,Belarus,Televoters,10
2019,first-semi-final,Australia,Belgium,Televoters,10
2019,first-semi-final,Australia,Finland,Televoters,8
2019,first-semi-final,Australia,Greece,Televoters,8
2019,first-semi-final,Australia,Spain,Televoters,7
2019,first-semi-final,Australia,Montenegro,Televoters,7
2019,first-semi-final,Australia,France,Televoters,7
2019,first-semi-final,Australia,Serbia,Televoters,7
2019,first-semi-final,Australia,San Marino,Televoters,6
2019,first-semi-final,Australia,Estonia,Televoters,5
2019,first-semi-final,Australia,Hungary,Televoters,5
2019,first-semi-final,Australia,Cyprus,Televoters,4
2019,first-semi-final,Australia,Slovenia,Televoters,4
2019,first-semi-final,Iceland,Finland,Televoters,12
2019,first-semi-final,Iceland,Poland,Televoters,12
2019,first-semi-final,Iceland,Belarus,Televoters,12
2019,first-semi-final,Iceland,Australia,Televoters,12
2019,first-semi-final,Iceland,Slovenia,Televoters,10
2019,first-semi-final,Iceland,Hungary,Televoters,10
2019,first-semi-final,Iceland,France,Televoters,10
2019,first-semi-final,Iceland,Spain,Televoters,10
2019,first-semi-final,Iceland,Portugal,Televoters,8
2019,first-semi-final,Iceland,Greece,Televoters,7
2019,first-semi-final,Iceland,San Marino,Televoters,7
2019,first-semi-final,Iceland,Belgium,Televoters,7
2019,first-semi-final,Iceland,Estonia,Televoters,6
2019,first-semi-final,Iceland,Czech Republic,Televoters,6
2019,first-semi-final,Iceland,Serbia,Televoters,6
2019,first-semi-final,Iceland,Georgia,Televoters,6
2019,first-semi-final,Iceland,Montenegro,Televoters,6
2019,first-semi-final,Iceland,Israel,Televoters,3
2019,first-semi-final,Iceland,Cyprus,Televoters,1
2019,first-semi-final,Estonia,Belgium,Televoters,12
2019,first-semi-final,Estonia,Portugal,Televoters,12
2019,first-semi-final,Estonia,Israel,Televoters,10
2019,first-semi-final,Estonia,Finland,Televoters,10
2019,first-semi-final,Estonia,Slovenia,Televoters,8
2019,first-semi-final,Estonia,San Marino,Televoters,8
2019,first-semi-final,Estonia,Czech Republic,Televoters,8
2019,first-semi-final,Estonia,Hungary,Televoters,8
2019,first-semi-final,Estonia,Georgia,Televoters,8
2019,first-semi-final,Estonia,Cyprus,Televoters,7
2019,first-semi-final,Estonia,Australia,Televoters,7
2019,first-semi-final,Estonia,Iceland,Televoters,7
